field,dtype,orig_name,example,drop,groupby,round
measurement_calibration_channels_channel_4__calibration_1__cal_version,str,measurement.calibration_channels.channel[4].calibration[1].cal_version,1,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_1__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[1].c0,1,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_10__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[10].c0,0.9999643,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_11__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[11].c0,1.00022781,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_12__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[12].c0,1.00036228,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_13__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[13].c0,1.00106096,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_14__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[14].c0,1.00162208,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_2__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[2].c0,1.00040162,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_3__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[3].c0,1.0004555,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_4__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[4].c0,1.00057364,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_5__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[5].c0,1.00068069,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_6__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[6].c0,1.00085759,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_7__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[7].c0,1.00160122,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_8__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[8].c0,1,1,,
measurement_calibration_channels_channel_4__calibration_1__caldata_9__c0,str,measurement.calibration_channels.channel[4].calibration[1].caldata[9].c0,1.00022006,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci,ADU-07-LF,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_calibration_valid_until,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_calibration_valid_until,2024-06-21 15-44-46,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_date,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_date,3/23/2024,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_manufacturer,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_manufacturer,Metronix,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_manufacturers_address,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_manufacturers_address,KocherStr. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_next_calibration,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_next_calibration,2024-06-21 15-44-46,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_revision,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_revision,1,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_serial_number,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_serial_number,831820123,1,,
measurement_calibration_channels_channel_4__calibration_1__calibrated_item_ci_time,str,measurement.calibration_channels.channel[4].calibration[1].calibrated_item.ci_time,15-44-46,1,,
measurement_calibration_channels_channel_4__calibration_1__calibration_equipment_ce,str,measurement.calibration_channels.channel[4].calibration[1].calibration_equipment.ce,ADU-07,1,,
measurement_calibration_channels_channel_4__calibration_1__calibration_equipment_ce_contact_address,str,measurement.calibration_channels.channel[4].calibration[1].calibration_equipment.ce_contact_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_channels_channel_4__calibration_1__calibration_equipment_ce_revision,str,measurement.calibration_channels.channel[4].calibration[1].calibration_equipment.ce_revision,1,1,,
measurement_calibration_channels_channel_4__calibration_1__calibration_equipment_ce_serial_number,str,measurement.calibration_channels.channel[4].calibration[1].calibration_equipment.ce_serial_number,51,1,,
measurement_calibration_channels_channel_4__calibration_1__creator,str,measurement.calibration_channels.channel[4].calibration[1].creator,MCP (ADU-07): 6.1.0.1.902,1,,
measurement_calibration_channels_channel_5__calibration_1__cal_version,str,measurement.calibration_channels.channel[5].calibration[1].cal_version,1,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_1__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[1].c0,1,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_10__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[10].c0,1.00027168,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_11__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[11].c0,1.00027943,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_12__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[12].c0,1.00062633,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_13__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[13].c0,1.00088048,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_14__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[14].c0,1.00138092,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_2__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[2].c0,0.99936622,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_3__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[3].c0,0.99942452,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_4__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[4].c0,0.99949682,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_5__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[5].c0,0.99926978,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_6__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[6].c0,0.99977338,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_7__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[7].c0,1.00023913,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_8__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[8].c0,1,1,,
measurement_calibration_channels_channel_5__calibration_1__caldata_9__c0,str,measurement.calibration_channels.channel[5].calibration[1].caldata[9].c0,1.00020981,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci,ADU-07-LF,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_calibration_valid_until,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_calibration_valid_until,2024-06-21 15-44-49,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_date,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_date,3/23/2024,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_manufacturer,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_manufacturer,Metronix,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_manufacturers_address,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_manufacturers_address,KocherStr. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_next_calibration,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_next_calibration,2024-06-21 15-44-49,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_revision,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_revision,1,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_serial_number,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_serial_number,836820029,1,,
measurement_calibration_channels_channel_5__calibration_1__calibrated_item_ci_time,str,measurement.calibration_channels.channel[5].calibration[1].calibrated_item.ci_time,15-44-49,1,,
measurement_calibration_channels_channel_5__calibration_1__calibration_equipment_ce,str,measurement.calibration_channels.channel[5].calibration[1].calibration_equipment.ce,ADU-07,1,,
measurement_calibration_channels_channel_5__calibration_1__calibration_equipment_ce_contact_address,str,measurement.calibration_channels.channel[5].calibration[1].calibration_equipment.ce_contact_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_channels_channel_5__calibration_1__calibration_equipment_ce_revision,str,measurement.calibration_channels.channel[5].calibration[1].calibration_equipment.ce_revision,1,1,,
measurement_calibration_channels_channel_5__calibration_1__calibration_equipment_ce_serial_number,str,measurement.calibration_channels.channel[5].calibration[1].calibration_equipment.ce_serial_number,51,1,,
measurement_calibration_channels_channel_5__calibration_1__creator,str,measurement.calibration_channels.channel[5].calibration[1].creator,MCP (ADU-07): 6.1.0.1.902,1,,
measurement_calibration_channels_channel_6__calibration_1__cal_version,str,measurement.calibration_channels.channel[6].calibration[1].cal_version,1,1,,
measurement_calibration_channels_channel_6__calibration_1__caldata_1__c0,str,measurement.calibration_channels.channel[6].calibration[1].caldata[1].c0,1,1,,
measurement_calibration_channels_channel_6__calibration_1__caldata_2__c0,str,measurement.calibration_channels.channel[6].calibration[1].caldata[2].c0,1.00406942,1,,
measurement_calibration_channels_channel_6__calibration_1__caldata_3__c0,str,measurement.calibration_channels.channel[6].calibration[1].caldata[3].c0,1,1,,
measurement_calibration_channels_channel_6__calibration_1__caldata_4__c0,str,measurement.calibration_channels.channel[6].calibration[1].caldata[4].c0,1.00406088,1,,
measurement_calibration_channels_channel_6__calibration_1__caldata_5__c0,str,measurement.calibration_channels.channel[6].calibration[1].caldata[5].c0,1.03593948,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci,ADU-07-HF,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_calibration_valid_until,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_calibration_valid_until,2024-04-18 06-56-42,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_date,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_date,1/19/2024,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_manufacturer,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_manufacturer,Metronix,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_manufacturers_address,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_manufacturers_address,KocherStr. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_next_calibration,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_next_calibration,2024-04-18 06-56-42,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_revision,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_revision,1,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_serial_number,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_serial_number,1148820039,1,,
measurement_calibration_channels_channel_6__calibration_1__calibrated_item_ci_time,str,measurement.calibration_channels.channel[6].calibration[1].calibrated_item.ci_time,06-56-42,1,,
measurement_calibration_channels_channel_6__calibration_1__calibration_equipment_ce,str,measurement.calibration_channels.channel[6].calibration[1].calibration_equipment.ce,ADU-07,1,,
measurement_calibration_channels_channel_6__calibration_1__calibration_equipment_ce_contact_address,str,measurement.calibration_channels.channel[6].calibration[1].calibration_equipment.ce_contact_address,Kocher Str. 3; 38120 Braunschweig; Germany,1,,
measurement_calibration_channels_channel_6__calibration_1__calibration_equipment_ce_revision,str,measurement.calibration_channels.channel[6].calibration[1].calibration_equipment.ce_revision,1,1,,
measurement_calibration_channels_channel_6__calibration_1__calibration_equipment_ce_serial_number,str,measurement.calibration_channels.channel[6].calibration[1].calibration_equipment.ce_serial_number,221,1,,
measurement_calibration_channels_channel_6__calibration_1__creator,str,measurement.calibration_channels.channel[6].calibration[1].creator,MCP (ADU-07): 6.1.0.1.902,1,,
measurement_calibration_channels_channel_7__calibration_1__cal_version,str,measurement.calibration_channels.channel[7].calibration[1].cal_version,1,1,,
measurement_calibration_channels_channel_7__calibration_1__caldata_1__c0,str,measurement.calibration_channels.channel[7].calibration[1].caldata[1].c0,1,1,,
measurement_calibration_channels_channel_7__calibration_1__caldata_2__c0,str,measurement.calibration_channels.channel[7].calibration[1].caldata[2].c0,1.00407467,1,,
measurement_calibration_channels_channel_7__calibration_1__caldata_3__c0,str,measurement.calibration_channels.channel[7].calibration[1].caldata[3].c0,1,1,,
measurement_calibration_channels_channel_7__calibration_1__caldata_4__c0,str,measurement.calibration_channels.channel[7].calibration[1].caldata[4].c0,1.00549965,1,,
measurement_calibration_channels_channel_7__calibration_1__caldata_5__c0,str,measurement.calibration_channels.channel[7].calibration[1].caldata[5].c0,1.03333017,1,,
